,Zipcode,period_end,inventory
4040,98185,2019-09-30,
4041,98185,2019-10-31,
4042,98185,2019-11-30,
4043,98185,2019-12-31,
4044,98185,2020-01-31,
4045,98185,2020-02-29,
4046,98185,2020-03-31,
4047,98185,2020-04-30,
4048,98185,2020-05-31,
4049,98185,2020-06-30,
4050,98185,2020-07-31,
4051,98185,2020-08-31,
4052,98185,2020-09-30,
4053,98185,2020-10-31,
4054,98185,2020-11-30,
4055,98185,2020-12-31,
4056,98185,2021-01-31,
4057,98185,2021-02-28,
4058,98185,2021-03-31,
4059,98185,2021-04-30,
4060,98185,2021-05-31,
4061,98185,2021-06-30,
4062,98185,2021-07-31,
4114,98194,2018-01-31,
4115,98194,2018-02-28,
4116,98194,2018-03-31,
4117,98194,2018-04-30,
4118,98194,2018-05-31,
4119,98194,2018-06-30,
4120,98194,2018-07-31,
4121,98194,2018-08-31,
4122,98194,2018-09-30,
4123,98194,2018-10-31,
4124,98194,2018-11-30,
4125,98194,2018-12-31,
4126,98194,2019-01-31,
4127,98194,2019-02-28,
4128,98194,2019-03-31,
4129,98194,2019-04-30,
4130,98194,2019-05-31,
4131,98194,2019-06-30,
4132,98194,2019-07-31,
4133,98194,2019-08-31,
4134,98194,2019-09-30,
4135,98194,2019-10-31,
4136,98194,2019-11-30,
4137,98194,2019-12-31,
4138,98194,2020-01-31,
4139,98194,2020-02-29,
4140,98194,2020-03-31,
4141,98194,2020-04-30,
4142,98194,2020-05-31,
4143,98194,2020-06-30,
4144,98194,2020-07-31,
4145,98194,2020-08-31,
4146,98194,2020-09-30,
4147,98194,2020-10-31,
4148,98194,2020-11-30,
4149,98194,2020-12-31,
4150,98194,2021-01-31,3.0
4151,98194,2021-02-28,3.0
4152,98194,2021-03-31,3.0
4153,98194,2021-04-30,
4154,98194,2021-05-31,
4155,98194,2021-06-30,1.0
4156,98194,2021-07-31,
4157,98194,2021-08-31,
4158,98194,2021-09-30,
4159,98194,2021-10-31,
4160,98194,2021-11-30,
4161,98194,2021-12-31,
4162,98194,2022-01-31,
4163,98194,2022-02-28,
4164,98194,2022-03-31,
4165,98194,2022-04-30,
4166,98194,2022-05-31,
4167,98194,2022-06-30,
4168,98194,2022-07-31,
4169,98194,2022-08-31,
4170,98194,2022-09-30,
4171,98194,2022-10-31,
4172,98194,2022-11-30,
4173,98194,2022-12-31,
4258,98199,2018-01-31,21.0
4259,98199,2018-02-28,22.0
4260,98199,2018-03-31,34.0
4261,98199,2018-04-30,32.0
4262,98199,2018-05-31,40.0
4263,98199,2018-06-30,50.0
4264,98199,2018-07-31,60.0
4265,98199,2018-08-31,65.0
4266,98199,2018-09-30,85.0
4267,98199,2018-10-31,64.0
4268,98199,2018-11-30,55.0
4269,98199,2018-12-31,43.0
4270,98199,2019-01-31,36.0
4271,98199,2019-02-28,50.0
4272,98199,2019-03-31,56.0
4273,98199,2019-04-30,59.0
4274,98199,2019-05-31,86.0
4275,98199,2019-06-30,94.0
4276,98199,2019-07-31,73.0
4277,98199,2019-08-31,59.0
4278,98199,2019-09-30,67.0
4279,98199,2019-10-31,62.0
4280,98199,2019-11-30,47.0
4281,98199,2019-12-31,30.0
4282,98199,2020-01-31,27.0
4283,98199,2020-02-29,36.0
4284,98199,2020-03-31,42.0
4285,98199,2020-04-30,40.0
4286,98199,2020-05-31,47.0
4287,98199,2020-06-30,41.0
4288,98199,2020-07-31,49.0
4289,98199,2020-08-31,60.0
4290,98199,2020-09-30,65.0
4291,98199,2020-10-31,72.0
4292,98199,2020-11-30,61.0
4293,98199,2020-12-31,37.0
4294,98199,2021-01-31,37.0
4295,98199,2021-02-28,28.0
4296,98199,2021-03-31,26.0
4297,98199,2021-04-30,38.0
4298,98199,2021-05-31,32.0
4299,98199,2021-06-30,53.0
4300,98199,2021-07-31,59.0
4301,98199,2021-08-31,46.0
4302,98199,2021-09-30,32.0
4303,98199,2021-10-31,23.0
4304,98199,2021-11-30,15.0
4305,98199,2021-12-31,10.0
4306,98199,2022-01-31,12.0
4307,98199,2022-02-28,13.0
4308,98199,2022-03-31,18.0
4309,98199,2022-04-30,31.0
4310,98199,2022-05-31,30.0
4311,98199,2022-06-30,63.0
4312,98199,2022-07-31,63.0
4313,98199,2022-08-31,59.0
4314,98199,2022-09-30,70.0
4315,98199,2022-10-31,61.0
4316,98199,2022-11-30,50.0
4317,98199,2022-12-31,33.0
